#grid point     #iterations     #chem_iter      #cond_iter      converged               elem_conserved          p (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (u)                   e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
468             0               8               0               ok                      ok                      1.4228304572e-03        1.0000000000e+03        1.9159842174e+16        1.0305519051e+16        2.3261671511e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
469             0               8               0               ok                      ok                      1.4593657992e-03        1.0000000000e+03        1.9651827753e+16        1.0570143455e+16        2.3261672079e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
470             0               8               0               ok                      ok                      1.4968392931e-03        1.0000000000e+03        2.0156446524e+16        1.0841562867e+16        2.3261672655e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
471             0               8               0               ok                      ok                      1.5352750288e-03        1.0000000000e+03        2.0674022882e+16        1.1119951767e+16        2.3261673239e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
472             0               8               0               ok                      ok                      1.5746977146e-03        1.0000000000e+03        2.1204889551e+16        1.1405489119e+16        2.3261673834e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
473             0               8               0               ok                      ok                      1.6151326935e-03        1.0000000000e+03        2.1749387802e+16        1.1698358479e+16        2.3261674438e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
474             0               8               0               ok                      ok                      1.6566059589e-03        1.0000000000e+03        2.2307867666e+16        1.1998748117e+16        2.3261675053e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
475             0               8               0               ok                      ok                      1.6991441720e-03        1.0000000000e+03        2.2880688163e+16        1.2306851141e+16        2.3261675680e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
476             0               8               0               ok                      ok                      1.7427746784e-03        1.0000000000e+03        2.3468217534e+16        1.2622865612e+16        2.3261676319e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
477             0               8               0               ok                      ok                      1.7875255259e-03        1.0000000000e+03        2.4070833473e+16        1.2946994681e+16        2.3261676971e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
478             0               8               0               ok                      ok                      1.8334254826e-03        1.0000000000e+03        2.4688923374e+16        1.3279446714e+16        2.3261677636e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
479             0               8               0               ok                      ok                      1.8805040551e-03        1.0000000000e+03        2.5322884579e+16        1.3620435427e+16        2.3261678317e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
480             0               8               0               ok                      ok                      1.9287915080e-03        1.0000000000e+03        2.5973124633e+16        1.3970180024e+16        2.3261679013e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
481             0               8               0               ok                      ok                      1.9783188828e-03        1.0000000000e+03        2.6640061545e+16        1.4328905339e+16        2.3261679726e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
482             0               8               0               ok                      ok                      2.0291180180e-03        1.0000000000e+03        2.7324124058e+16        1.4696841978e+16        2.3261680456e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
483             0               8               0               ok                      ok                      2.0812215700e-03        1.0000000000e+03        2.8025751925e+16        1.5074226469e+16        2.3261681205e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
484             0               8               0               ok                      ok                      2.1346630333e-03        1.0000000000e+03        2.8745396192e+16        1.5461301412e+16        2.3261681973e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
485             0               8               0               ok                      ok                      2.1894767629e-03        1.0000000000e+03        2.9483519486e+16        1.5858315639e+16        2.3261682763e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
486             0               8               0               ok                      ok                      2.2456979955e-03        1.0000000000e+03        3.0240596312e+16        1.6265524370e+16        2.3261683575e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
487             0               8               0               ok                      ok                      2.3033628731e-03        1.0000000000e+03        3.1017113364e+16        1.6683189378e+16        2.3261684410e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
488             0               8               0               ok                      ok                      2.3625084655e-03        1.0000000000e+03        3.1813569829e+16        1.7111579159e+16        2.3261685270e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
489             0               8               0               ok                      ok                      2.4231727942e-03        1.0000000000e+03        3.2630477715e+16        1.7550969104e+16        2.3261686157e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
490             0               8               0               ok                      ok                      2.4853948574e-03        1.0000000000e+03        3.3468362178e+16        1.8001641673e+16        2.3261687071e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
491             0               8               0               ok                      ok                      2.5492146545e-03        1.0000000000e+03        3.4327761856e+16        1.8463886581e+16        2.3261688014e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
492             0               8               0               ok                      ok                      2.6146732118e-03        1.0000000000e+03        3.5209229223e+16        1.8938000982e+16        2.3261688989e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
493             0               8               0               ok                      ok                      2.6818126095e-03        1.0000000000e+03        3.6113330937e+16        1.9424289660e+16        2.3261689996e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
494             0               8               0               ok                      ok                      2.7506760079e-03        1.0000000000e+03        3.7040648207e+16        1.9923065224e+16        2.3261691039e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
495             0               8               0               ok                      ok                      2.8213076759e-03        1.0000000000e+03        3.7991777168e+16        2.0434648314e+16        2.3261692117e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
496             0               8               0               ok                      ok                      2.8937530191e-03        1.0000000000e+03        3.8967329263e+16        2.0959367798e+16        2.3261693235e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
497             0               8               0               ok                      ok                      2.9680586087e-03        1.0000000000e+03        3.9967931635e+16        2.1497560992e+16        2.3261694393e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
498             0               8               0               ok                      ok                      3.0442722121e-03        1.0000000000e+03        4.0994227533e+16        2.2049573875e+16        2.3261695594e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
499             0               8               0               ok                      ok                      3.1224428231e-03        1.0000000000e+03        4.2046876721e+16        2.2615761306e+16        2.3261696841e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
500             0               8               0               ok                      ok                      3.2026206937e-03        1.0000000000e+03        4.3126555910e+16        2.3196487258e+16        2.3261698135e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
501             0               8               0               ok                      ok                      3.2848573660e-03        1.0000000000e+03        4.4233959184e+16        2.3792125052e+16        2.3261699480e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
502             0               8               0               ok                      ok                      3.3692057060e-03        1.0000000000e+03        4.5369798451e+16        2.4403057591e+16        2.3261700879e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
503             0               8               0               ok                      ok                      3.4557199368e-03        1.0000000000e+03        4.6534803904e+16        2.5029677614e+16        2.3261702333e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
504             0               8               0               ok                      ok                      3.5444556740e-03        1.0000000000e+03        4.7729724481e+16        2.5672387942e+16        2.3261703847e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
505             0               8               0               ok                      ok                      3.6354699613e-03        1.0000000000e+03        4.8955328358e+16        2.6331601742e+16        2.3261705423e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
506             0               8               0               ok                      ok                      3.7288213072e-03        1.0000000000e+03        5.0212403432e+16        2.7007742788e+16        2.3261707065e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
507             0               8               0               ok                      ok                      3.8245697225e-03        1.0000000000e+03        5.1501757838e+16        2.7701245736e+16        2.3261708775e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
508             0               8               0               ok                      ok                      3.9227767589e-03        1.0000000000e+03        5.2824220460e+16        2.8412556406e+16        2.3261710559e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
509             0               8               0               ok                      ok                      4.0235055489e-03        1.0000000000e+03        5.4180641468e+16        2.9142132062e+16        2.3261712420e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
510             0               8               0               ok                      ok                      4.1268208457e-03        1.0000000000e+03        5.5571892865e+16        2.9890441710e+16        2.3261714361e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
511             0               8               0               ok                      ok                      4.2327890656e-03        1.0000000000e+03        5.6998869046e+16        3.0657966403e+16        2.3261716387e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
512             0               8               0               ok                      ok                      4.3414783301e-03        1.0000000000e+03        5.8462487376e+16        3.1445199541e+16        2.3261718503e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
513             0               8               0               ok                      ok                      4.4529585099e-03        1.0000000000e+03        5.9963688775e+16        3.2252647197e+16        2.3261720713e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
514             0               8               0               ok                      ok                      4.5673012702e-03        1.0000000000e+03        6.1503438329e+16        3.3080828438e+16        2.3261723022e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
515             0               8               0               ok                      ok                      4.6845801159e-03        1.0000000000e+03        6.3082725904e+16        3.3930275659e+16        2.3261725436e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
516             0               8               0               ok                      ok                      4.8048704397e-03        1.0000000000e+03        6.4702566790e+16        3.4801534928e+16        2.3261727960e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
517             0               8               0               ok                      ok                      4.9282495700e-03        1.0000000000e+03        6.6364002348e+16        3.5695166331e+16        2.3261730599e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
518             0               8               0               ok                      ok                      5.0547968212e-03        1.0000000000e+03        6.8068100682e+16        3.6611744340e+16        2.3261733359e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
519             0               8               0               ok                      ok                      5.1845935439e-03        1.0000000000e+03        6.9815957325e+16        3.7551858176e+16        2.3261736247e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
520             0               8               0               ok                      ok                      5.3177231779e-03        1.0000000000e+03        7.1608695947e+16        3.8516112190e+16        2.3261739270e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
521             0               8               0               ok                      ok                      5.4542713053e-03        1.0000000000e+03        7.3447469072e+16        3.9505126251e+16        2.3261742433e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
522             0               8               0               ok                      ok                      5.5943257062e-03        1.0000000000e+03        7.5333458823e+16        4.0519536147e+16        2.3261745746e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
523             0               8               0               ok                      ok                      5.7379764142e-03        1.0000000000e+03        7.7267877683e+16        4.1559993990e+16        2.3261749214e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
524             0               8               0               ok                      ok                      5.8853157752e-03        1.0000000000e+03        7.9251969271e+16        4.2627168637e+16        2.3261752847e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
525             0               8               0               ok                      ok                      6.0364385061e-03        1.0000000000e+03        8.1287009146e+16        4.3721746121e+16        2.3261756652e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
526             0               8               0               ok                      ok                      6.1914417560e-03        1.0000000000e+03        8.3374305625e+16        4.4844430090e+16        2.3261760638e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
527             0               8               0               ok                      ok                      6.3504251686e-03        1.0000000000e+03        8.5515200625e+16        4.5995942260e+16        2.3261764815e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
528             0               8               0               ok                      ok                      6.5134909463e-03        1.0000000000e+03        8.7711070528e+16        4.7177022880e+16        2.3261769192e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
529             0               8               0               ok                      ok                      6.6807439157e-03        1.0000000000e+03        8.9963327062e+16        4.8388431207e+16        2.3261773779e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
530             0               8               0               ok                      ok                      6.8522915953e-03        1.0000000000e+03        9.2273418215e+16        4.9630945992e+16        2.3261778586e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
531             0               8               0               ok                      ok                      7.0282442643e-03        1.0000000000e+03        9.4642829162e+16        5.0905365986e+16        2.3261783626e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
532             0               8               0               ok                      ok                      7.2087150338e-03        1.0000000000e+03        9.7073083221e+16        5.2212510448e+16        2.3261788909e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
533             0               8               0               ok                      ok                      7.3938199192e-03        1.0000000000e+03        9.9565742836e+16        5.3553219675e+16        2.3261794448e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
534             0               8               0               ok                      ok                      7.5836779150e-03        1.0000000000e+03        1.0212241058e+17        5.4928355541e+16        2.3261800255e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
535             0               8               0               ok                      ok                      7.7784110713e-03        1.0000000000e+03        1.0474473018e+17        5.6338802051e+16        2.3261806343e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
536             0               8               0               ok                      ok                      7.9781445721e-03        1.0000000000e+03        1.0743438760e+17        5.7785465908e+16        2.3261812728e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
537             0               8               0               ok                      ok                      8.1830068159e-03        1.0000000000e+03        1.1019311207e+17        5.9269277100e+16        2.3261819422e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
538             0               8               0               ok                      ok                      8.3931294982e-03        1.0000000000e+03        1.1302267728e+17        6.0791189493e+16        2.3261826442e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
539             0               8               0               ok                      ok                      8.6086476961e-03        1.0000000000e+03        1.1592490245e+17        6.2352181446e+16        2.3261833803e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
540             0               8               0               ok                      ok                      8.8296999555e-03        1.0000000000e+03        1.1890165352e+17        6.3953256443e+16        2.3261841523e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
541             0               8               0               ok                      ok                      9.0564283794e-03        1.0000000000e+03        1.2195484439e+17        6.5595443733e+16        2.3261849618e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
542             0               8               0               ok                      ok                      9.2889787202e-03        1.0000000000e+03        1.2508643808e+17        6.7279798994e+16        2.3261858107e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
543             0               8               0               ok                      ok                      9.5275004724e-03        1.0000000000e+03        1.2829844807e+17        6.9007405013e+16        2.3261867008e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
544             0               8               0               ok                      ok                      9.7721469697e-03        1.0000000000e+03        1.3159293954e+17        7.0779372380e+16        2.3261876343e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
545             0               8               0               ok                      ok                      1.0023075483e-02        1.0000000000e+03        1.3497203072e+17        7.2596840202e+16        2.3261886130e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
546             0               8               0               ok                      ok                      1.0280447321e-02        1.0000000000e+03        1.3843789425e+17        7.4460976837e+16        2.3261896393e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
547             0               8               0               ok                      ok                      1.0544427935e-02        1.0000000000e+03        1.4199275860e+17        7.6372980644e+16        2.3261907153e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
548             0               8               0               ok                      ok                      1.0815187026e-02        1.0000000000e+03        1.4563890945e+17        7.8334080751e+16        2.3261918434e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
549             0               8               0               ok                      ok                      1.1092898649e-02        1.0000000000e+03        1.4937869123e+17        8.0345537852e+16        2.3261930261e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
550             0               8               0               ok                      ok                      1.1377741332e-02        1.0000000000e+03        1.5321450858e+17        8.2408645008e+16        2.3261942659e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
551             0               8               0               ok                      ok                      1.1669898186e-02        1.0000000000e+03        1.5714882791e+17        8.4524728488e+16        2.3261955655e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
552             0               8               0               ok                      ok                      1.1969557024e-02        1.0000000000e+03        1.6118417901e+17        8.6695148612e+16        2.3261969276e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
553             0               8               0               ok                      ok                      1.2276910480e-02        1.0000000000e+03        1.6532315665e+17        8.8921300634e+16        2.3261983551e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
554             0               8               0               ok                      ok                      1.2592156137e-02        1.0000000000e+03        1.6956842227e+17        9.1204615633e+16        2.3261998510e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
555             0               8               0               ok                      ok                      1.2915496650e-02        1.0000000000e+03        1.7392270566e+17        9.3546561437e+16        2.3262014185e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
556             0               8               0               ok                      ok                      1.3247139879e-02        1.0000000000e+03        1.7838880678e+17        9.5948643563e+16        2.3262030606e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
557             0               8               0               ok                      ok                      1.3587299019e-02        1.0000000000e+03        1.8296959751e+17        9.8412406187e+16        2.3262047808e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
558             0               8               0               ok                      ok                      1.3936192742e-02        1.0000000000e+03        1.8766802352e+17        1.0093943314e+17        2.3262065825e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
