#p (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            
4.0607720257e-01	1.0000000000e+03	5.4731203173e+18	2.9412052055e+18	2.3282442083e+00	6.4386101473e-04	7.3358649692e-08	6.7392516399e-05	4.2802224042e-04	1.4442981593e-06
4.1650442485e-01	1.0000000000e+03	5.6136937181e+18	3.0167292690e+18	2.3282587230e+00	6.4533085773e-04	7.0505230017e-08	6.4623454390e-05	4.3079725997e-04	1.4811453805e-06
4.2719939663e-01	1.0000000000e+03	5.7578766227e+18	3.0941926343e+18	2.3282728216e+00	6.4671220575e-04	6.7726689976e-08	6.1943952315e-05	4.3348255615e-04	1.5189265578e-06
4.3816899315e-01	1.0000000000e+03	5.9057616978e+18	3.1736450984e+18	2.3282865089e+00	6.4800647011e-04	6.5023825411e-08	5.9352935146e-05	4.3607920416e-04	1.5576650392e-06
4.4942026621e-01	1.0000000000e+03	6.0574439905e+18	3.2551377375e+18	2.3282997900e+00	6.4921516314e-04	6.2397190154e-08	5.6849201571e-05	4.3858840588e-04	1.5973847391e-06
4.6096044868e-01	1.0000000000e+03	6.2130209898e+18	3.3387229389e+18	2.3283126709e+00	6.5033988893e-04	5.9847106599e-08	5.4431434020e-05	4.4101147977e-04	1.6381101515e-06
4.7279695916e-01	1.0000000000e+03	6.3725926890e+18	3.4244544353e+18	2.3283251579e+00	6.5138233423e-04	5.7373677106e-08	5.2098208752e-05	4.4334985083e-04	1.6798663624e-06
4.8493740673e-01	1.0000000000e+03	6.5362616504e+18	3.5123873391e+18	2.3283372578e+00	6.5234425937e-04	5.4976796084e-08	4.9848005934e-05	4.4560504044e-04	1.7226790638e-06
4.9738959588e-01	1.0000000000e+03	6.7041330715e+18	3.6025781779e+18	2.3283489788e+00	6.5322755884e-04	5.2656173236e-08	4.7679224204e-05	4.4777865181e-04	1.7665745672e-06
5.1016153147e-01	1.0000000000e+03	6.8763148502e+18	3.6950849309e+18	2.3283603267e+00	6.5403395942e-04	5.0411301237e-08	4.5590171056e-05	4.4987237954e-04	1.8115798166e-06
5.2326142395e-01	1.0000000000e+03	7.0529176584e+18	3.7899670658e+18	2.3283713105e+00	6.5476547669e-04	4.8241541452e-08	4.3579103607e-05	4.5188796886e-04	1.8577224039e-06
5.3669769455e-01	1.0000000000e+03	7.2340550102e+18	3.8872855777e+18	2.3283819385e+00	6.5542407837e-04	4.6146085447e-08	4.1644215711e-05	4.5382722848e-04	1.9050305823e-06
5.5047898079e-01	1.0000000000e+03	7.4198433357e+18	3.9871030275e+18	2.3283922193e+00	6.5601176387e-04	4.4123982251e-08	3.9783653001e-05	4.5569201554e-04	1.9535332814e-06
5.6461414193e-01	1.0000000000e+03	7.6104020558e+18	4.0894835829e+18	2.3284021616e+00	6.5653055674e-04	4.2174151535e-08	3.7995521574e-05	4.5748422686e-04	2.0032601216e-06
5.7911226476e-01	1.0000000000e+03	7.8058536590e+18	4.1944930592e+18	2.3284117743e+00	6.5698249762e-04	4.0295396568e-08	3.6277896296e-05	4.5920579066e-04	2.0542414296e-06
5.9398266939e-01	1.0000000000e+03	8.0063237800e+18	4.3021989614e+18	2.3284210665e+00	6.5736963755e-04	3.8486416872e-08	3.4628828683e-05	4.6085865865e-04	2.1065082534e-06
6.0923491524e-01	1.0000000000e+03	8.2119412810e+18	4.4126705284e+18	2.3284300472e+00	6.5769403172e-04	3.6745820491e-08	3.3046354348e-05	4.6244479854e-04	2.1600923782e-06
6.2487880720e-01	1.0000000000e+03	8.4228383338e+18	4.5259787767e+18	2.3284387256e+00	6.5795773357e-04	3.5072135816e-08	3.1528500001e-05	4.6396618705e-04	2.2150263421e-06
6.4092440194e-01	1.0000000000e+03	8.6391505053e+18	4.6421965462e+18	2.3284471110e+00	6.5816278940e-04	3.3463822918e-08	3.0073289968e-05	4.6542480333e-04	2.2713434524e-06
6.5738201434e-01	1.0000000000e+03	8.8610168444e+18	4.7613985476e+18	2.3284552125e+00	6.5831123337e-04	3.1919284335e-08	2.8678752266e-05	4.6682262293e-04	2.3290778016e-06
6.7426222418e-01	1.0000000000e+03	9.0885799714e+18	4.8836614098e+18	2.3284630393e+00	6.5840508288e-04	3.0436875287e-08	2.7342924189e-05	4.6816161214e-04	2.3882642842e-06
6.9157588287e-01	1.0000000000e+03	9.3219861699e+18	5.0090637293e+18	2.3284706006e+00	6.5844633449e-04	2.9014913300e-08	2.6063857439e-05	4.6944372288e-04	2.4489386138e-06
7.0933412050e-01	1.0000000000e+03	9.5613854805e+18	5.1376861208e+18	2.3284779053e+00	6.5843696008e-04	2.7651687212e-08	2.4839622800e-05	4.7067088800e-04	2.5111373398e-06
7.2754835292e-01	1.0000000000e+03	9.8069317974e+18	5.2696112692e+18	2.3284849625e+00	6.5837890354e-04	2.6345465563e-08	2.3668314365e-05	4.7184501704e-04	2.5748978649e-06
7.4623028914e-01	1.0000000000e+03	1.0058782967e+19	5.4049239824e+18	2.3284917808e+00	6.5827407776e-04	2.5094504368e-08	2.2548053327e-05	4.7296799242e-04	2.6402584626e-06
7.6539193882e-01	1.0000000000e+03	1.0317100891e+19	5.5437112461e+18	2.3284983690e+00	6.5812436203e-04	2.3897054269e-08	2.1476991352e-05	4.7404166607e-04	2.7072582953e-06
7.8504562002e-01	1.0000000000e+03	1.0582051628e+19	5.6860622796e+18	2.3285047383e+00	6.5793170720e-04	2.2751374380e-08	2.0453316771e-05	4.7506785321e-04	2.7759374312e-06
8.0520396708e-01	1.0000000000e+03	1.0853805500e+19	5.8320685930e+18	2.3285108919e+00	6.5769771530e-04	2.1655709469e-08	1.9475244499e-05	4.7604834248e-04	2.8463368656e-06
8.2587993878e-01	1.0000000000e+03	1.1132537205e+19	5.9818240464e+18	2.3285168405e+00	6.5742424739e-04	2.0608337804e-08	1.8541036959e-05	4.7698487490e-04	2.9184985352e-06
8.4708682666e-01	1.0000000000e+03	1.1418425928e+19	6.1354249100e+18	2.3285225921e+00	6.5711302890e-04	1.9607548269e-08	1.7648993768e-05	4.7787915428e-04	2.9924653394e-06
8.6883826353e-01	1.0000000000e+03	1.1711655455e+19	6.2929699259e+18	2.3285281545e+00	6.5676574337e-04	1.8651651427e-08	1.6797456289e-05	4.7873284262e-04	3.0682811586e-06
8.9114823228e-01	1.0000000000e+03	1.2012414291e+19	6.4545603719e+18	2.3285335354e+00	6.5638403159e-04	1.7738983337e-08	1.5984808899e-05	4.7954755881e-04	3.1459908732e-06
9.1403107488e-01	1.0000000000e+03	1.2320895783e+19	6.6203001261e+18	2.3285387421e+00	6.5596949105e-04	1.6867908896e-08	1.5209479993e-05	4.8032487768e-04	3.2256403831e-06
9.3750150151e-01	1.0000000000e+03	1.2637298244e+19	6.7902957342e+18	2.3285437819e+00	6.5552367554e-04	1.6036824734e-08	1.4469942726e-05	4.8106632922e-04	3.3072766267e-06
9.6157460014e-01	1.0000000000e+03	1.2961825077e+19	6.9646564778e+18	2.3285486619e+00	6.5504809496e-04	1.5244161694e-08	1.3764715522e-05	4.8177339807e-04	3.3909476007e-06
9.8626584613e-01	1.0000000000e+03	1.3294684911e+19	7.1434944445e+18	2.3285533887e+00	6.5454421529e-04	1.4488386926e-08	1.3092362370e-05	4.8244752321e-04	3.4767023799e-06
1.0115911122e+00	1.0000000000e+03	1.3636091731e+19	7.3269246001e+18	2.3285579690e+00	6.5401345878e-04	1.3768005617e-08	1.2451492923e-05	4.8309009789e-04	3.5645911369e-06
1.0375666787e+00	1.0000000000e+03	1.3986265020e+19	7.5150648626e+18	2.3285624092e+00	6.5345720422e-04	1.3081562394e-08	1.1840762424e-05	4.8370246968e-04	3.6546651624e-06
1.0642092441e+00	1.0000000000e+03	1.4345429894e+19	7.7080361777e+18	2.3285667155e+00	6.5287678732e-04	1.2427642419e-08	1.1258871466e-05	4.8428594072e-04	3.7469768848e-06
1.0915359353e+00	1.0000000000e+03	1.4713817247e+19	7.9059625968e+18	2.3285708903e+00	6.5227330919e-04	1.1804865322e-08	1.0704562534e-05	4.8484177117e-04	3.8415798911e-06
1.1195643195e+00	1.0000000000e+03	1.5091663915e+19	8.1089713568e+18	2.3285749463e+00	6.5164840247e-04	1.1211913534e-08	1.0176631951e-05	4.8537116726e-04	3.9385289456e-06
1.1483124145e+00	1.0000000000e+03	1.5479212802e+19	8.3171929617e+18	2.3285788856e+00	6.5100308834e-04	1.0647490619e-08	9.6739104387e-06	4.8587530074e-04	4.0378800123e-06
1.1777987012e+00	1.0000000000e+03	1.5876713056e+19	8.5307612666e+18	2.3285827135e+00	6.5033853651e-04	1.0110349632e-08	9.1952750576e-06	4.8635529695e-04	4.1396902740e-06
1.2080421347e+00	1.0000000000e+03	1.6284420222e+19	8.7498135636e+18	2.3285864353e+00	6.4965587709e-04	9.5992859530e-09	8.7396452301e-06	4.8681223875e-04	4.2440181526e-06
1.2390621569e+00	1.0000000000e+03	1.6702596406e+19	8.9744906703e+18	2.3285900559e+00	6.4895620155e-04	9.1131370661e-09	8.3059818758e-06	4.8724716747e-04	4.3509233297e-06
1.2708787092e+00	1.0000000000e+03	1.7131510447e+19	9.2049370202e+18	2.3285935800e+00	6.4824056364e-04	8.6507821920e-09	7.8932864877e-06	4.8766108373e-04	4.4604667670e-06
1.3035122447e+00	1.0000000000e+03	1.7571438086e+19	9.4413007555e+18	2.3285970123e+00	6.4750998035e-04	8.2111417963e-09	7.5006001591e-06	4.8805494851e-04	4.5727107259e-06
1.3369837418e+00	1.0000000000e+03	1.8022662144e+19	9.6837338225e+18	2.3286003572e+00	6.4676543292e-04	7.7931769856e-09	7.1270025690e-06	4.8842968411e-04	4.6877187881e-06
1.3713147178e+00	1.0000000000e+03	1.8485472707e+19	9.9323920689e+18	2.3286036189e+00	6.4600786787e-04	7.3958888074e-09	6.7716109365e-06	4.8878617522e-04	4.8055558753e-06
1.4065272421e+00	1.0000000000e+03	1.8960167309e+19	1.0187435345e+19	2.3286068015e+00	6.4523819801e-04	7.0183174688e-09	6.4335789515e-06	4.8912526998e-04	4.9262882692e-06
1.4426439512e+00	1.0000000000e+03	1.9447051123e+19	1.0449027604e+19	2.3286099090e+00	6.4445730347e-04	6.6595414859e-09	6.1120956874e-06	4.8944778107e-04	5.0499836307e-06
1.4796880627e+00	1.0000000000e+03	1.9946437161e+19	1.0717337011e+19	2.3286129450e+00	6.4366603277e-04	6.3186767762e-09	5.8063845043e-06	4.8975448681e-04	5.1767110195e-06
1.5176833903e+00	1.0000000000e+03	2.0458646471e+19	1.0992536049e+19	2.3286159132e+00	6.4286520386e-04	5.9948757046e-09	5.5157019464e-06	4.9004613229e-04	5.3065409129e-06
1.5566543593e+00	1.0000000000e+03	2.0984008346e+19	1.1274801628e+19	2.3286188171e+00	6.4205560509e-04	5.6873260918e-09	5.2393366403e-06	4.9032343043e-04	5.4395452247e-06
1.5966260221e+00	1.0000000000e+03	2.1522860535e+19	1.1564315203e+19	2.3286216599e+00	6.4123799631e-04	5.3952501956e-09	4.9766081975e-06	4.9058706310e-04	5.5757973233e-06
1.6376240745e+00	1.0000000000e+03	2.2075549459e+19	1.1861262888e+19	2.3286244450e+00	6.4041310981e-04	5.1179036708e-09	4.7268661251e-06	4.9083768223e-04	5.7153720497e-06
1.6796748721e+00	1.0000000000e+03	2.2642430437e+19	1.2165835575e+19	2.3286271752e+00	6.3958165135e-04	4.8545745165e-09	4.4894887496e-06	4.9107591084e-04	5.8583457349e-06
1.7228054471e+00	1.0000000000e+03	2.3223867910e+19	1.2478229058e+19	2.3286298537e+00	6.3874430112e-04	4.6045820156e-09	4.2638821542e-06	4.9130234418e-04	6.0047962166e-06
1.7670435261e+00	1.0000000000e+03	2.3820235679e+19	1.2798644160e+19	2.3286324831e+00	6.3790171469e-04	4.3672756737e-09	4.0494791353e-06	4.9151755068e-04	6.1548028556e-06
1.8124175474e+00	1.0000000000e+03	2.4431917143e+19	1.3127286858e+19	2.3286350662e+00	6.3705452397e-04	4.1420341598e-09	3.8457381773e-06	4.9172207308e-04	6.3084465512e-06
1.8589566796e+00	1.0000000000e+03	2.5059305547e+19	1.3464368421e+19	2.3286376056e+00	6.3620333808e-04	3.9282642559e-09	3.6521424499e-06	4.9191642934e-04	6.4658097565e-06
1.9066908405e+00	1.0000000000e+03	2.5702804233e+19	1.3810105541e+19	2.3286401038e+00	6.3534874426e-04	3.7253998167e-09	3.4681988283e-06	4.9210111370e-04	6.6269764919e-06
1.9556507159e+00	1.0000000000e+03	2.6362826903e+19	1.4164720475e+19	2.3286425632e+00	6.3449130872e-04	3.5329007447e-09	3.2934369376e-06	4.9227659757e-04	6.7920323586e-06
2.0058677795e+00	1.0000000000e+03	2.7039797880e+19	1.4528441186e+19	2.3286449860e+00	6.3363157750e-04	3.3502519816e-09	3.1274082231e-06	4.9244333052e-04	6.9610645508e-06
2.0573743134e+00	1.0000000000e+03	2.7734152384e+19	1.4901501493e+19	2.3286473745e+00	6.3277007727e-04	3.1769625191e-09	2.9696850461e-06	4.9260174115e-04	7.1341618671e-06
2.1102034286e+00	1.0000000000e+03	2.8446336813e+19	1.5284141216e+19	2.3286497309e+00	6.3190731612e-04	3.0125644323e-09	2.8198598066e-06	4.9275223798e-04	7.3114147202e-06
2.1643890861e+00	1.0000000000e+03	2.9176809025e+19	1.5676606336e+19	2.3286520570e+00	6.3104378433e-04	2.8566119343e-09	2.6775440934e-06	4.9289521031e-04	7.4929151462e-06
2.2199661191e+00	1.0000000000e+03	2.9926038638e+19	1.6079149147e+19	2.3286543550e+00	6.3017995511e-04	2.7086804563e-09	2.5423678609e-06	4.9303102903e-04	7.6787568118e-06
2.2769702554e+00	1.0000000000e+03	3.0694507330e+19	1.6492028426e+19	2.3286566267e+00	6.2931628531e-04	2.5683657526e-09	2.4139786339e-06	4.9316004743e-04	7.8690350211e-06
2.3354381399e+00	1.0000000000e+03	3.1482709145e+19	1.6915509589e+19	2.3286588740e+00	6.2845321613e-04	2.4352830316e-09	2.2920407386e-06	4.9328260194e-04	8.0638467196e-06
2.3954073587e+00	1.0000000000e+03	3.2291150817e+19	1.7349864873e+19	2.3286610985e+00	6.2759117376e-04	2.3090661132e-09	2.1762345620e-06	4.9339901294e-04	8.2632904977e-06
2.4569164630e+00	1.0000000000e+03	3.3120352093e+19	1.7795373502e+19	2.3286633021e+00	6.2673057006e-04	2.1893666135e-09	2.0662558370e-06	4.9350958540e-04	8.4674665920e-06
2.5200049938e+00	1.0000000000e+03	3.3970846064e+19	1.8252321870e+19	2.3286654863e+00	6.2587180317e-04	2.0758531565e-09	1.9618149544e-06	4.9361460962e-04	8.6764768845e-06
2.5847135075e+00	1.0000000000e+03	3.4843179512e+19	1.8721003727e+19	2.3286676528e+00	6.2501525813e-04	1.9682106126e-09	1.8626363010e-06	4.9371436185e-04	8.8904249006e-06
2.6510836019e+00	1.0000000000e+03	3.5737913263e+19	1.9201720364e+19	2.3286698031e+00	6.2416130744e-04	1.8661393646e-09	1.7684576231e-06	4.9380910500e-04	9.1094158041e-06
2.7191579430e+00	1.0000000000e+03	3.6655622540e+19	1.9694780810e+19	2.3286719386e+00	6.2331031165e-04	1.7693546004e-09	1.6790294149e-06	4.9389908917e-04	9.3335563905e-06
2.7889802924e+00	1.0000000000e+03	3.7596897342e+19	2.0200502028e+19	2.3286740609e+00	6.2246261987e-04	1.6775856322e-09	1.5941143315e-06	4.9398455228e-04	9.5629550777e-06
2.8605955352e+00	1.0000000000e+03	3.8562342817e+19	2.0719209120e+19	2.3286761714e+00	6.2161857036e-04	1.5905752416e-09	1.5134866256e-06	4.9406572065e-04	9.7977218940e-06
2.9340497092e+00	1.0000000000e+03	3.9552579654e+19	2.1251235536e+19	2.3286782715e+00	6.2077849098e-04	1.5080790512e-09	1.4369316076e-06	4.9414280950e-04	1.0037968464e-05
3.0093900344e+00	1.0000000000e+03	4.0568244481e+19	2.1796923291e+19	2.3286803624e+00	6.1994269972e-04	1.4298649201e-09	1.3642451275e-06	4.9421602350e-04	1.0283807991e-05
3.0866649433e+00	1.0000000000e+03	4.1609990276e+19	2.2356623177e+19	2.3286824455e+00	6.1911150518e-04	1.3557123653e-09	1.2952330798e-06	4.9428555727e-04	1.0535355237e-05
3.1659241120e+00	1.0000000000e+03	4.2678486783e+19	2.2930694999e+19	2.3286845221e+00	6.1828520701e-04	1.2854120062e-09	1.2297109285e-06	4.9435159583e-04	1.0792726497e-05
3.2472184921e+00	1.0000000000e+03	4.3774420948e+19	2.3519507797e+19	2.3286865935e+00	6.1746409640e-04	1.2187650330e-09	1.1675032530e-06	4.9441431505e-04	1.1056039575e-05
3.3306003436e+00	1.0000000000e+03	4.4898497357e+19	2.4123440090e+19	2.3286886609e+00	6.1664845650e-04	1.1555826972e-09	1.1084433141e-06	4.9447388214e-04	1.1325413752e-05
3.4161232686e+00	1.0000000000e+03	4.6051438691e+19	2.4742880114e+19	2.3286907254e+00	6.1583856282e-04	1.0956858249e-09	1.0523726383e-06	4.9453045601e-04	1.1600969749e-05
3.5038422453e+00	1.0000000000e+03	4.7233986189e+19	2.5378226075e+19	2.3286927884e+00	6.1503468371e-04	1.0389043508e-09	9.9914062141e-07	4.9458418770e-04	1.1882829694e-05
3.5938136638e+00	1.0000000000e+03	4.8446900126e+19	2.6029886407e+19	2.3286948510e+00	6.1423708072e-04	9.8507687270e-10	9.4860414946e-07	4.9463522072e-04	1.2171117074e-05
3.6860953622e+00	1.0000000000e+03	4.9690960301e+19	2.6698280028e+19	2.3286969144e+00	6.1344600900e-04	9.3405022687e-10	9.0062723648e-07	4.9468369147e-04	1.2465956690e-05
3.7807466636e+00	1.0000000000e+03	5.0966966540e+19	2.7383836613e+19	2.3286989797e+00	6.1266171770e-04	8.8567908149e-10	8.5508067918e-07	4.9472972955e-04	1.2767474605e-05
3.8778284146e+00	1.0000000000e+03	5.2275739208e+19	2.8086996873e+19	2.3287010480e+00	6.1188445035e-04	8.3982554927e-10	8.1184172715e-07	4.9477345810e-04	1.3075798087e-05
3.9774030241e+00	1.0000000000e+03	5.3618119740e+19	2.8808212834e+19	2.3287031206e+00	6.1111444522e-04	7.9635881777e-10	7.7079376831e-07	4.9481499409e-04	1.3391055547e-05
4.0795345035e+00	1.0000000000e+03	5.4994971178e+19	2.9547948128e+19	2.3287051986e+00	6.1035193569e-04	7.5515479674e-10	7.3182602882e-07	4.9485444868e-04	1.3713376472e-05
4.1842885079e+00	1.0000000000e+03	5.6407178730e+19	3.0306678293e+19	2.3287072830e+00	6.0959715063e-04	7.1609578211e-10	6.9483328710e-07	4.9489192744e-04	1.4042891351e-05
4.2917323784e+00	1.0000000000e+03	5.7855650336e+19	3.1084891080e+19	2.3287093751e+00	6.0885031468e-04	6.7907013560e-10	6.5971560109e-07	4.9492753067e-04	1.4379731595e-05
4.4019351852e+00	1.0000000000e+03	5.9341317253e+19	3.1883086760e+19	2.3287114759e+00	6.0811164871e-04	6.4397197969e-10	6.2637804840e-07	4.9496135364e-04	1.4724029455e-05
4.5149677720e+00	1.0000000000e+03	6.0865134656e+19	3.2701778454e+19	2.3287135867e+00	6.0738137003e-04	6.1070090699e-10	5.9473047870e-07	4.9499348685e-04	1.5075917926e-05
4.6309028018e+00	1.0000000000e+03	6.2428082250e+19	3.3541492456e+19	2.3287157085e+00	6.0665969283e-04	5.7916170362e-10	5.6468727787e-07	4.9502401626e-04	1.5435530650e-05
4.7498148032e+00	1.0000000000e+03	6.4031164899e+19	3.4402768576e+19	2.3287178425e+00	6.0594682846e-04	5.4926408589e-10	5.3616714340e-07	4.9505302349e-04	1.5803001811e-05
4.8717802188e+00	1.0000000000e+03	6.5675413278e+19	3.5286160485e+19	2.3287199899e+00	6.0524298575e-04	5.2092244976e-10	5.0909287048e-07	4.9508058609e-04	1.6178466021e-05
4.9968774539e+00	1.0000000000e+03	6.7361884527e+19	3.6192236071e+19	2.3287221517e+00	6.0454837136e-04	4.9405563252e-10	4.8339114839e-07	4.9510677769e-04	1.6562058198e-05
5.1251869271e+00	1.0000000000e+03	6.9091662939e+19	3.7121577802e+19	2.3287243293e+00	6.0386319003e-04	4.6858668607e-10	4.5899236671e-07	4.9513166824e-04	1.6953913435e-05
5.2567911220e+00	1.0000000000e+03	7.0865860654e+19	3.8074783106e+19	2.3287265237e+00	6.0318764499e-04	4.4444266140e-10	4.3583043083e-07	4.9515532416e-04	1.7354166870e-05
5.3917746404e+00	1.0000000000e+03	7.2685618374e+19	3.9052464749e+19	2.3287287362e+00	6.0252193816e-04	4.2155440368e-10	4.1384258650e-07	4.9517780852e-04	1.7762953530e-05
5.5302242562e+00	1.0000000000e+03	7.4552106097e+19	4.0055251235e+19	2.3287309680e+00	6.0186627050e-04	3.9985635754e-10	3.9296925284e-07	4.9519918123e-04	1.8180408182e-05
5.6722289716e+00	1.0000000000e+03	7.6466523870e+19	4.1083787202e+19	2.3287332203e+00	6.0122084229e-04	3.7928638195e-10	3.7315386348e-07	4.9521949918e-04	1.8606665167e-05
5.8178800743e+00	1.0000000000e+03	7.8430102561e+19	4.2138733844e+19	2.3287354943e+00	6.0058585340e-04	3.5978557442e-10	3.5434271553e-07	4.9523881640e-04	1.9041858225e-05
5.9672711960e+00	1.0000000000e+03	8.0444104652e+19	4.3220769334e+19	2.3287377913e+00	5.9996150359e-04	3.4129810398e-10	3.3648482590e-07	4.9525718419e-04	1.9486120310e-05
6.1204983725e+00	1.0000000000e+03	8.2509825046e+19	4.4330589255e+19	2.3287401126e+00	5.9934799273e-04	3.2377105251e-10	3.1953179468e-07	4.9527465128e-04	1.9939583397e-05
6.2776601058e+00	1.0000000000e+03	8.4628591906e+19	4.5468907056e+19	2.3287424595e+00	5.9874552109e-04	3.0715426412e-10	3.0343767531e-07	4.9529126394e-04	2.0402378274e-05
6.4388574272e+00	1.0000000000e+03	8.6801767506e+19	4.6636454502e+19	2.3287448332e+00	5.9815428956e-04	2.9140020209e-10	2.8815885105e-07	4.9530706612e-04	2.0874634331e-05
6.6041939623e+00	1.0000000000e+03	8.9030749110e+19	4.7833982151e+19	2.3287472351e+00	5.9757449990e-04	2.7646381308e-10	2.7365391764e-07	4.9532209955e-04	2.1356479325e-05
6.7737759975e+00	1.0000000000e+03	9.1316969865e+19	4.9062259832e+19	2.3287496666e+00	5.9700635493e-04	2.6230239824e-10	2.5988357175e-07	4.9533640387e-04	2.1848039145e-05
6.9477125485e+00	1.0000000000e+03	9.3661899731e+19	5.0322077142e+19	2.3287521290e+00	5.9645005873e-04	2.4887549087e-10	2.4681050497e-07	4.9535001670e-04	2.2349437561e-05
7.1261154301e+00	1.0000000000e+03	9.6067046419e+19	5.1614243954e+19	2.3287546237e+00	5.9590581685e-04	2.3614474033e-10	2.3439930304e-07	4.9536297381e-04	2.2860795959e-05
7.3090993286e+00	1.0000000000e+03	9.8533956366e+19	5.2939590936e+19	2.3287571522e+00	5.9537383642e-04	2.2407380185e-10	2.2261635014e-07	4.9537530915e-04	2.3382233066e-05
7.4967818750e+00	1.0000000000e+03	1.0106421573e+20	5.4298970086e+19	2.3287597157e+00	5.9485432632e-04	2.1262823205e-10	2.1142973794e-07	4.9538705496e-04	2.3913864662e-05
7.6892837208e+00	1.0000000000e+03	1.0365945140e+20	5.5693255279e+19	2.3287623159e+00	5.9434749728e-04	2.0177538976e-10	2.0080917918e-07	4.9539824187e-04	2.4455803278e-05
7.8867286156e+00	1.0000000000e+03	1.0632133207e+20	5.7123342831e+19	2.3287649541e+00	5.9385356195e-04	1.9148434198e-10	1.9072592560e-07	4.9540889897e-04	2.5008157882e-05
8.0892434868e+00	1.0000000000e+03	1.0905156926e+20	5.8590152072e+19	2.3287676319e+00	5.9337273499e-04	1.8172577466e-10	1.8115268993e-07	4.9541905390e-04	2.5571033550e-05
8.2969585208e+00	1.0000000000e+03	1.1185191849e+20	6.0094625939e+19	2.3287703507e+00	5.9290523302e-04	1.7247190813e-10	1.7206357186e-07	4.9542873290e-04	2.6144531126e-05
8.5100072471e+00	1.0000000000e+03	1.1472418034e+20	6.1637731582e+19	2.3287731120e+00	5.9245127468e-04	1.6369641682e-10	1.6343398768e-07	4.9543796091e-04	2.6728746869e-05
8.7285266238e+00	1.0000000000e+03	1.1767020165e+20	6.3220460985e+19	2.3287759174e+00	5.9201108052e-04	1.5537435321e-10	1.5524060348e-07	4.9544676161e-04	2.7323772083e-05
8.9526571260e+00	1.0000000000e+03	1.2069187670e+20	6.4843831604e+19	2.3287787684e+00	5.9158487289e-04	1.4748207569e-10	1.4746127168e-07	4.9545515749e-04	2.7929692735e-05
9.1825428357e+00	1.0000000000e+03	1.2379114840e+20	6.6508887021e+19	2.3287816666e+00	5.9117287585e-04	1.3999718017e-10	1.4007497084e-07	4.9546316994e-04	2.8546589064e-05
9.4183315346e+00	1.0000000000e+03	1.2697000961e+20	6.8216697616e+19	2.3287846134e+00	5.9077531491e-04	1.3289843525e-10	1.3306174838e-07	4.9547081926e-04	2.9174535166e-05
9.6601747995e+00	1.0000000000e+03	1.3023050433e+20	6.9968361253e+19	2.3287876106e+00	5.9039241678e-04	1.2616572075e-10	1.2640266630e-07	4.9547812474e-04	2.9813598579e-05
9.9082280990e+00	1.0000000000e+03	1.3357472908e+20	7.1765003987e+19	2.3287906595e+00	5.9002440911e-04	1.1977996944e-10	1.2007974959e-07	4.9548510470e-04	3.0463839844e-05
1.0162650894e+01	1.0000000000e+03	1.3700483424e+20	7.3607780790e+19	2.3287937619e+00	5.8967152005e-04	1.1372311187e-10	1.1407593730e-07	4.9549177656e-04	3.1125312063e-05
1.0423606740e+01	1.0000000000e+03	1.4052302540e+20	7.5497876287e+19	2.3287969192e+00	5.8933397786e-04	1.0797802398e-10	1.0837503598e-07	4.9549815686e-04	3.1798060433e-05
1.0691263392e+01	1.0000000000e+03	1.4413156482e+20	7.7436505526e+19	2.3288001329e+00	5.8901201037e-04	1.0252847753e-10	1.0296167561e-07	4.9550426131e-04	3.2482121780e-05
1.0965792913e+01	1.0000000000e+03	1.4783277285e+20	7.9424914752e+19	2.3288034047e+00	5.8870584444e-04	9.7359093093e-11	9.7821267681e-08	4.9551010484e-04	3.3177524077e-05
1.1247371784e+01	1.0000000000e+03	1.5162902945e+20	8.1464382212e+19	2.3288067360e+00	5.8841570526e-04	9.2455295512e-11	9.2939965441e-08	4.9551570164e-04	3.3884285949e-05
1.1536181017e+01	1.0000000000e+03	1.5552277571e+20	8.3556218976e+19	2.3288101283e+00	5.8814181567e-04	8.7803271696e-11	8.8304626121e-08	4.9552106517e-04	3.4602416170e-05
1.1832406275e+01	1.0000000000e+03	1.5951651541e+20	8.5701769781e+19	2.3288135830e+00	5.8788439530e-04	8.3389930631e-11	8.3902775123e-08	4.9552620824e-04	3.5331913155e-05
1.2136237983e+01	1.0000000000e+03	1.6361281665e+20	8.7902413890e+19	2.3288171016e+00	5.8764365971e-04	7.9202865490e-11	7.9722572004e-08	4.9553114300e-04	3.6072764442e-05
1.2447871462e+01	1.0000000000e+03	1.6781431347e+20	9.0159565986e+19	2.3288206854e+00	5.8741981943e-04	7.5230317734e-11	7.5752778204e-08	4.9553588099e-04	3.6824946161e-05
1.2767507043e+01	1.0000000000e+03	1.7212370759e+20	9.2474677077e+19	2.3288243357e+00	5.8721307888e-04	7.1461143106e-11	7.1982726401e-08	4.9554043318e-04	3.7588422512e-05
1.3095350205e+01	1.0000000000e+03	1.7654377010e+20	9.4849235431e+19	2.3288280539e+00	5.8702363525e-04	6.7884779409e-11	6.8402291445e-08	4.9554480996e-04	3.8363145223e-05
1.3431611700e+01	1.0000000000e+03	1.8107734328e+20	9.7284767529e+19	2.3288318411e+00	5.8685167727e-04	6.4491215988e-11	6.5001862761e-08	4.9554902121e-04	3.9149053019e-05
